City;Sales;Profit;lat;lng
Arvada;503.4;59.8556;44.6621;-106.1418
Asheville;1475.376;77.5074;35.5707;-82.5537
Athens;1720.81;479.3221;33.9508;-83.3689
Athens;1720.81;479.3221;34.7843;-86.9503
Athens;1720.81;479.3221;39.327;-82.0987
Athens;1720.81;479.3221;35.4573;-84.6045
Athens;1720.81;479.3221;32.2041;-95.8321
Athens;1720.81;479.3221;41.9515;-76.5187
Athens;1720.81;479.3221;39.9618;-89.7217
Athens;1720.81;479.3221;37.4231;-81.0151
Athens;1720.81;479.3221;42.0866;-85.2356
Athens;1720.81;479.3221;45.0349;-90.0792
Athens;1720.81;479.3221;32.658;-93.0277
Atlanta;17197.84;6993.6629;33.7628;-84.422
Atlanta;17197.84;6993.6629;33.1136;-94.1672
Atlanta;17197.84;6993.6629;40.2638;-89.2309
Atlanta;17197.84;6993.6629;40.2139;-86.027
Atlanta;17197.84;6993.6629;45.0012;-84.1513
Atlanta;17197.84;6993.6629;39.8986;-92.48
Atlanta;17197.84;6993.6629;31.8064;-92.7383
Atlanta;17197.84;6993.6629;40.3684;-99.4732
Atlanta;17197.84;6993.6629;37.4358;-96.767
Atlantic City;23.36;11.68;39.3797;-74.4527
Atlantic City;23.36;11.68;42.5012;-108.733
Auburn;3155.168;734.9167;32.6087;-85.4903
Auburn;3155.168;734.9167;47.3039;-122.2108
Auburn;3155.168;734.9167;42.9338;-76.5685
Auburn;3155.168;734.9167;44.0851;-70.2492
Auburn;3155.168;734.9167;38.895;-121.0777
Auburn;3155.168;734.9167;41.3666;-85.0559
Auburn;3155.168;734.9167;34.0156;-83.8319
Auburn;3155.168;734.9167;39.5763;-89.744
Auburn;3155.168;734.9167;40.3894;-95.8436
Auburn;3155.168;734.9167;43.6021;-84.0756
Auburn;3155.168;734.9167;36.8654;-86.711
Auburn;3155.168;734.9167;38.9077;-95.8158
Auburn;3155.168;734.9167;39.6969;-75.3561
Auburn;3155.168;734.9167;42.7969;-111.0216
Auburn;3155.168;734.9167;42.2496;-94.8777
Auburn;3155.168;734.9167;39.0961;-80.8562
Auburn;3155.168;734.9167;48.5066;-97.4368
Aurora;11656.478;-2691.7386;39.7083;-104.7237
Aurora;11656.478;-2691.7386;41.7638;-88.2902
Aurora;11656.478;-2691.7386;41.3118;-81.345
Aurora;11656.478;-2691.7386;36.9673;-93.7184
Aurora;11656.478;-2691.7386;40.8645;-98.0078
Aurora;11656.478;-2691.7386;39.0674;-84.9044
Aurora;11656.478;-2691.7386;47.5312;-92.24
Aurora;11656.478;-2691.7386;33.056;-97.5096
Aurora;11656.478;-2691.7386;44.2823;-96.6868
Aurora;11656.478;-2691.7386;45.2284;-122.7573
Aurora;11656.478;-2691.7386;38.9202;-111.9335
Aurora;11656.478;-2691.7386;35.303;-76.7889
Aurora;11656.478;-2691.7386;39.3254;-79.5546
Aurora;11656.478;-2691.7386;42.6194;-91.7295
Aurora;11656.478;-2691.7386;39.452;-97.53
Austin;6057.982;-20.393799999999967;30.3005;-97.7522
Austin;6057.982;-20.393799999999967;43.6721;-92.9784
Austin;6057.982;-20.393799999999967;35.0058;-91.9895
Austin;6057.982;-20.393799999999967;38.7417;-85.8117
Austin;6057.982;-20.393799999999967;41.6373;-78.0903
Austin;6057.982;-20.393799999999967;39.4976;-117.074
Austin;6057.982;-20.393799999999967;34.6423;-90.448
Avondale;946.808;76.169;33.3873;-112.3235
Avondale;946.808;76.169;29.9072;-90.1933
Avondale;946.808;76.169;39.8248;-75.7819
Avondale;946.808;76.169;38.2351;-104.3482
Avondale;946.808;76.169;39.1545;-94.5452
Bakersfield;1377.29;187.9247;35.3529;-119.0359
Bakersfield;1377.29;187.9247;44.7821;-72.8032
Bakersfield;1377.29;187.9247;36.5238;-92.1442
Baltimore;6156.842000000001;1676.198;39.3051;-76.6144
Baltimore;6156.842000000001;1676.198;39.846;-82.6046
Bangor;1164.45;422.2204;44.8323;-68.7906
Bangor;1164.45;422.2204;40.8678;-75.2085
Bangor;1164.45;422.2204;42.312;-86.1135
Bangor;1164.45;422.2204;43.8937;-90.9934
Bangor;1164.45;422.2204;39.3761;-121.4117
Bartlett;88.96;10.008;35.2337;-89.8195
Bartlett;88.96;10.008;41.9804;-88.2071
Bartlett;88.96;10.008;30.7952;-97.4324
Bartlett;88.96;10.008;41.8839;-98.5527
Bartlett;88.96;10.008;37.0549;-95.2112
Bartlett;88.96;10.008;40.8853;-95.7947
Bayonne;183.4;79.403;40.6668;-74.1158
Baytown;10.368;3.6288;29.7587;-94.9671
Beaumont;472.11600000000004;59.11639999999999;30.0849;-94.1451
Beaumont;472.11600000000004;59.11639999999999;33.9076;-116.9766
Beaumont;472.11600000000004;59.11639999999999;31.1707;-88.9252
Beaumont;472.11600000000004;59.11639999999999;37.6565;-96.5316
Bedford;226.25600000000003;10.6202;32.8464;-97.135
Bedford;226.25600000000003;10.6202;38.8602;-86.4895
Bedford;226.25600000000003;10.6202;41.3919;-81.536
Bedford;226.25600000000003;10.6202;37.336;-79.5179
Bedford;226.25600000000003;10.6202;40.6711;-94.724
Bedford;226.25600000000003;10.6202;38.5954;-85.3174
Bedford;226.25600000000003;10.6202;42.8947;-110.9286
Belleville;1891.6000000000001;283.6492;38.5164;-89.99
Belleville;1891.6000000000001;283.6492;42.2022;-83.4839
Belleville;1891.6000000000001;283.6492;42.8643;-89.5402
Belleville;1891.6000000000001;283.6492;39.8245;-97.6337
Belleville;1891.6000000000001;283.6492;40.6059;-77.7211
Belleville;1891.6000000000001;283.6492;39.6773;-86.4883
Belleville;1891.6000000000001;283.6492;35.0915;-93.4458
Belleville;1891.6000000000001;283.6492;43.7893;-76.1153
Bellevue;103.622;37.0548;47.5951;-122.1535
Bellevue;103.622;37.0548;41.1485;-95.939
Bellevue;103.622;37.0548;44.4592;-87.955
Bellevue;103.622;37.0548;40.4945;-80.055
Bellevue;103.622;37.0548;41.2745;-82.8403
Bellevue;103.622;37.0548;39.1012;-84.4775
Bellevue;103.622;37.0548;43.4684;-114.2551
Bellevue;103.622;37.0548;40.6877;-89.6731
Bellevue;103.622;37.0548;42.2624;-90.4318
Bellevue;103.622;37.0548;42.4443;-85.0187
Bellevue;103.622;37.0548;33.6335;-98.0164
Bellingham;3790.24;610.5908;48.7548;-122.469
Bellingham;3790.24;610.5908;45.1367;-96.284
Bethlehem;1689.6339999999998;-1003.0958;40.6266;-75.3679
Bethlehem;1689.6339999999998;-1003.0958;35.8162;-81.2962
Bethlehem;1689.6339999999998;-1003.0958;40.0451;-80.6898
Bethlehem;1689.6339999999998;-1003.0958;33.9368;-83.7102
Bethlehem;1689.6339999999998;-1003.0958;34.5774;-89.3289
Beverly;2583.19;654.9194;42.5681;-70.8627
Beverly;2583.19;654.9194;40.0652;-74.9221
Beverly;2583.19;654.9194;39.55;-81.6362
Beverly;2583.19;654.9194;38.8443;-79.8717
Beverly;2583.19;654.9194;46.8348;-119.9301
Beverly;2583.19;654.9194;39.0138;-97.9755
Beverly;2583.19;654.9194;39.7946;-90.99
Billings;8.288;2.6936;45.7891;-108.5526
Billings;8.288;2.6936;37.0641;-93.5551
Billings;8.288;2.6936;36.5316;-97.4352
Bloomington;1567.74;-249.35500000000002;40.4757;-88.9703
Bloomington;1567.74;-249.35500000000002;39.1637;-86.5257
Bloomington;1567.74;-249.35500000000002;44.8306;-93.3151
Bloomington;1567.74;-249.35500000000002;34.0601;-117.4013
Bloomington;1567.74;-249.35500000000002;28.6504;-96.9022
Bloomington;1567.74;-249.35500000000002;42.8931;-90.9264
Bloomington;1567.74;-249.35500000000002;42.1908;-111.4042
Bloomington;1567.74;-249.35500000000002;39.4794;-79.0768
Bloomington;1567.74;-249.35500000000002;40.0938;-99.0384
Boca Raton;63.007999999999996;-22.645599999999998;26.3752;-80.108
Boise;1094.47;221.9373;43.6005;-116.2308
Bolingbrook;218.308;-4.660999999999998;41.6901;-88.1021
Bossier City;1417.18;336.9608;32.5224;-93.6668
Bowling Green;2077.375;217.0617;36.9716;-86.4378
Bowling Green;2077.375;217.0617;41.3776;-83.6495
Bowling Green;2077.375;217.0617;39.3447;-91.2032
Bowling Green;2077.375;217.0617;27.638;-81.8244
Bowling Green;2077.375;217.0617;38.0535;-77.3473
Bowling Green;2077.375;217.0617;39.6272;-78.805
Bowling Green;2077.375;217.0617;39.3831;-87.0117
Boynton Beach;469.585;50.661500000000004;26.5281;-80.0811
Bozeman;43.66;20.8106;45.6833;-111.0558
Brentwood;5090.114;1216.8104;40.7839;-73.2522
Brentwood;5090.114;1216.8104;37.9356;-121.719
Brentwood;5090.114;1216.8104;35.9918;-86.7758
Brentwood;5090.114;1216.8104;40.3734;-79.9757
Brentwood;5090.114;1216.8104;38.6194;-90.3475
Brentwood;5090.114;1216.8104;38.9439;-76.9571
Bridgeton;52.410000000000004;3.4415999999999998;38.7673;-90.4275
Bridgeton;52.410000000000004;3.4415999999999998;35.1348;-77.016
Bridgeton;52.410000000000004;3.4415999999999998;39.645;-87.1775
Bristol;1251.182;81.6363;36.5572;-82.2154
Bristol;1251.182;81.6363;41.6812;-72.9407
Bristol;1251.182;81.6363;36.6181;-82.1604
Bristol;1251.182;81.6363;42.5377;-88.0151
Bristol;1251.182;81.6363;41.7184;-85.8228
Bristol;1251.182;81.6363;30.4255;-84.9773
Bristol;1251.182;81.6363;32.455;-96.5672
Bristol;1251.182;81.6363;45.3466;-97.7485
Bristol;1251.182;81.6363;31.4507;-82.2148
Broken Arrow;2439.53;575.5226;36.038;-95.7806
Broomfield;793.504;62.445;39.9542;-105.0526
Brownsville;1292.2268000000001;202.072;25.9975;-97.458
Brownsville;1292.2268000000001;202.072;25.8216;-80.2417
Brownsville;1292.2268000000001;202.072;35.589;-89.2578
Brownsville;1292.2268000000001;202.072;32.4883;-92.1619
Brownsville;1292.2268000000001;202.072;40.0188;-79.8912
Brownsville;1292.2268000000001;202.072;44.3922;-122.9834
Brownsville;1292.2268000000001;202.072;37.1952;-86.2691
Brownsville;1292.2268000000001;202.072;43.6147;-88.4953
Brownsville;1292.2268000000001;202.072;43.6993;-91.2824
Brownsville;1292.2268000000001;202.072;39.9437;-82.2516
Brownsville;1292.2268000000001;202.072;39.6645;-85.0047
Brownsville;1292.2268000000001;202.072;39.3782;-77.6615
Bryan;616.656;-213.7116;30.665;-96.3807
Bryan;616.656;-213.7116;41.4706;-84.5483
Buffalo;9063.496;992.8791000000001;42.9018;-78.8487
Buffalo;9063.496;992.8791000000001;45.1794;-93.8644
Buffalo;9063.496;992.8791000000001;44.3427;-106.7139
Buffalo;9063.496;992.8791000000001;37.6444;-93.097
Buffalo;9063.496;992.8791000000001;31.46;-96.066
Buffalo;9063.496;992.8791000000001;36.8374;-99.6465
Buffalo;9063.496;992.8791000000001;34.7244;-81.6844
Buffalo;9063.496;992.8791000000001;38.6108;-81.9817
Buffalo;9063.496;992.8791000000001;41.4666;-90.717
Buffalo;9063.496;992.8791000000001;39.9168;-81.5205
Buffalo;9063.496;992.8791000000001;40.888;-86.7374
Buffalo;9063.496;992.8791000000001;37.5081;-85.6992
Buffalo;9063.496;992.8791000000001;39.8499;-89.4091
Buffalo;9063.496;992.8791000000001;45.5863;-103.5434
Buffalo;9063.496;992.8791000000001;37.709;-95.697
Buffalo;9063.496;992.8791000000001;46.9193;-97.5507
Buffalo Grove;831.399;-89.6478;42.1675;-87.9615
Bullhead City;22.288;6.7232;35.1205;-114.5461
Burbank;3247.1580000000004;764.5337999999999;34.1879;-118.3235
Burbank;3247.1580000000004;764.5337999999999;41.7444;-87.7686
Burbank;3247.1580000000004;764.5337999999999;46.2016;-118.9891
Burbank;3247.1580000000004;764.5337999999999;40.9862;-81.9949
Burbank;3247.1580000000004;764.5337999999999;36.6964;-96.7293
Burbank;3247.1580000000004;764.5337999999999;42.7461;-96.8326
Burlington;21668.082;-3622.8772;36.076;-79.4685
Burlington;21668.082;-3622.8772;44.4876;-73.2316
Burlington;21668.082;-3622.8772;40.8071;-91.1247
Burlington;21668.082;-3622.8772;39.0223;-84.7217
Burlington;21668.082;-3622.8772;42.6744;-88.2721
Burlington;21668.082;-3622.8772;48.4676;-122.3298
Burlington;21668.082;-3622.8772;39.3042;-102.2712
Burlington;21668.082;-3622.8772;38.4099;-82.5283
Burlington;21668.082;-3622.8772;38.1931;-95.7452
Burlington;21668.082;-3622.8772;48.2572;-101.4146
Burlington;21668.082;-3622.8772;40.4819;-86.3946
Burlington;21668.082;-3622.8772;42.0416;-88.5508
Burlington;21668.082;-3622.8772;44.4471;-108.432
Burlington;21668.082;-3622.8772;42.1047;-85.0776
Burlington;21668.082;-3622.8772;39.337;-78.9223
Burlington;21668.082;-3622.8772;36.9001;-98.4235
Burlington;21668.082;-3622.8772;31.0047;-96.9915
Caldwell;455.63199999999995;58.6966;43.6453;-116.6594
Caldwell;455.63199999999995;58.6966;40.8389;-74.2776
Caldwell;455.63199999999995;58.6966;30.5307;-96.7007
Caldwell;455.63199999999995;58.6966;39.7468;-81.5127
Caldwell;455.63199999999995;58.6966;37.035;-97.6089
Caldwell;455.63199999999995;58.6966;35.0788;-90.8135
Camarillo;1467.5175;158.79559999999998;34.223;-119.0321
Cambridge;502.09000000000003;173.7276;42.3759;-71.1185
Cambridge;502.09000000000003;173.7276;38.5515;-76.0787
Cambridge;502.09000000000003;173.7276;40.0221;-81.5869
Cambridge;502.09000000000003;173.7276;45.5612;-93.2283
Cambridge;502.09000000000003;173.7276;41.2984;-90.1907
Cambridge;502.09000000000003;173.7276;43.0071;-89.0214
Cambridge;502.09000000000003;173.7276;40.2843;-100.1653
Cambridge;502.09000000000003;173.7276;41.9001;-93.536
Cambridge;502.09000000000003;173.7276;44.5719;-116.6778
Cambridge;502.09000000000003;173.7276;38.2218;-85.6171
Cambridge;502.09000000000003;173.7276;37.3177;-96.6673
Canton;818.13;149.2776;40.8078;-81.3676
Canton;818.13;149.2776;34.2467;-84.4897
Canton;818.13;149.2776;40.5632;-90.0409
Canton;818.13;149.2776;32.5975;-90.0317
Canton;818.13;149.2776;35.5516;-82.8407
Canton;818.13;149.2776;32.5546;-95.8641
Canton;818.13;149.2776;43.3032;-96.5848
Canton;818.13;149.2776;40.1295;-91.5266
Canton;818.13;149.2776;41.6566;-76.8529
Canton;818.13;149.2776;38.3857;-97.4303
Canton;818.13;149.2776;36.055;-98.5884
Canton;818.13;149.2776;43.5298;-91.93
Canton;818.13;149.2776;38.6239;-86.0347
Carlsbad;419.34;157.7661;33.1246;-117.2834
Carlsbad;419.34;157.7661;32.401;-104.2388
Carlsbad;419.34;157.7661;31.6112;-100.6406
Carol Stream;1305.81;-39.8683;41.9181;-88.1307
Carrollton;2200.6459999999997;-470.21389999999997;32.989;-96.8999
Carrollton;2200.6459999999997;-470.21389999999997;33.5818;-85.0838
Carrollton;2200.6459999999997;-470.21389999999997;36.9382;-76.5238
Carrollton;2200.6459999999997;-470.21389999999997;38.6799;-85.1658
Carrollton;2200.6459999999997;-470.21389999999997;39.3636;-93.4955
Carrollton;2200.6459999999997;-470.21389999999997;40.5787;-81.0907
Carrollton;2200.6459999999997;-470.21389999999997;39.2948;-90.4062
Carrollton;2200.6459999999997;-470.21389999999997;33.2619;-88.0951
Carrollton;2200.6459999999997;-470.21389999999997;33.5056;-89.9218
Carrollton;2200.6459999999997;-470.21389999999997;39.7056;-85.8208
Cary;505.20799999999997;54.0386;35.7819;-78.8195
Cary;505.20799999999997;54.0386;42.2129;-88.2494
Cary;505.20799999999997;54.0386;32.8056;-90.9247
Cedar Hill;122.376;42.8316;32.581;-96.9591
Cedar Hill;122.376;42.8316;38.3575;-90.6409
Cedar Hill;122.376;42.8316;36.9424;-107.8862
Cedar Hill;122.376;42.8316;36.5512;-87.001
Cedar Rapids;278.4;80.736;41.9662;-91.6783
Cedar Rapids;278.4;80.736;41.5589;-98.1493
Champaign;151.96;-182.352;40.1142;-88.2737
Chandler;1076.747;81.46049999999998;33.2825;-111.8514
Chandler;1076.747;81.46049999999998;38.0373;-87.3739
Chandler;1076.747;81.46049999999998;32.3065;-95.4781
Chandler;1076.747;81.46049999999998;35.7224;-96.8925
Chandler;1076.747;81.46049999999998;43.9306;-95.9512
Chapel Hill;14.016;4.7304;35.9271;-79.0391
Chapel Hill;14.016;4.7304;35.6283;-86.697
Charlotte;13693.339;-429.7824;35.2083;-80.8303
Charlotte;13693.339;-429.7824;42.5662;-84.8304
Charlotte;13693.339;-429.7824;36.1861;-87.3389
Charlotte;13693.339;-429.7824;28.8593;-98.7006
Charlotte;13693.339;-429.7824;41.9621;-90.4682
Charlottesville;102.60999999999999;22.6278;38.0375;-78.4855
Charlottesville;102.60999999999999;22.6278;39.7903;-85.6128
Chattanooga;988.803;27.191799999999994;35.066;-85.2481
Chattanooga;988.803;27.191799999999994;34.4238;-98.654
Chesapeake;5996.72;1262.787;36.6778;-76.3023
Chesapeake;5996.72;1262.787;38.2232;-81.5363
Chesapeake;5996.72;1262.787;38.4298;-82.4489
Chesapeake;5996.72;1262.787;37.1161;-93.6791
Chester;1968.4789999999998;48.357800000000005;39.8456;-75.3718
Chester;1968.4789999999998;48.357800000000005;37.3531;-77.4342
Chester;1968.4789999999998;48.357800000000005;37.92;-89.826
Chester;1968.4789999999998;48.357800000000005;34.7051;-81.2132
Chester;1968.4789999999998;48.357800000000005;38.9677;-76.2824
Chester;1968.4789999999998;48.357800000000005;41.357;-74.2768
Chester;1968.4789999999998;48.357800000000005;40.3017;-121.2339
Chester;1968.4789999999998;48.357800000000005;40.6129;-80.5628
Chester;1968.4789999999998;48.357800000000005;32.3945;-83.1551
Chester;1968.4789999999998;48.357800000000005;48.5113;-110.9663
Chester;1968.4789999999998;48.357800000000005;30.9214;-94.6002
Chester;1968.4789999999998;48.357800000000005;43.8996;-96.9277
Chester;1968.4789999999998;48.357800000000005;40.0101;-97.6181
Chester;1968.4789999999998;48.357800000000005;43.4916;-92.364
Chester;1968.4789999999998;48.357800000000005;35.6778;-94.1778
Chester;1968.4789999999998;48.357800000000005;36.2165;-98.9208
Cheyenne;1603.136;100.196;41.135;-104.7902
Cheyenne;1603.136;100.196;35.6109;-99.6763
Chicago;48539.541;-6654.5688;41.8375;-87.6866
Chico;2050.178;205.12539999999998;39.7578;-121.8161
Chico;2050.178;205.12539999999998;47.6226;-122.7193
Chico;2050.178;205.12539999999998;33.296;-97.7986
Chula Vista;1041.62;248.43460000000002;32.6281;-117.0144
Chula Vista;1041.62;248.43460000000002;28.6573;-100.422
Chula Vista;1041.62;248.43460000000002;28.6563;-99.8077
Chula Vista;1041.62;248.43460000000002;26.0739;-97.4397
Cincinnati;1611.976;175.3371;39.1413;-84.506
Cincinnati;1611.976;175.3371;36.0405;-94.5185
Cincinnati;1611.976;175.3371;40.6309;-92.9222
Citrus Heights;129.39;54.3438;38.6948;-121.288
Clarksville;2217.73;-1055.3532000000002;36.5692;-87.3413
Clarksville;2217.73;-1055.3532000000002;38.322;-85.7673
Clarksville;2217.73;-1055.3532000000002;35.457;-93.4803
Clarksville;2217.73;-1055.3532000000002;33.611;-95.0563
Clarksville;2217.73;-1055.3532000000002;36.6171;-78.5638
Clarksville;2217.73;-1055.3532000000002;42.7798;-92.668
Clarksville;2217.73;-1055.3532000000002;39.4016;-83.983
Clarksville;2217.73;-1055.3532000000002;39.3693;-90.9049
Clarksville;2217.73;-1055.3532000000002;42.8421;-85.2425
Clarksville;2217.73;-1055.3532000000002;39.9745;-80.044
Clarksville;2217.73;-1055.3532000000002;35.824;-95.5141
Cleveland;6346.185;-848.0079000000001;41.4764;-81.6805
Cleveland;6346.185;-848.0079000000001;35.1817;-84.8707
Cleveland;6346.185;-848.0079000000001;33.744;-90.7285
Cleveland;6346.185;-848.0079000000001;30.3381;-95.0908
Cleveland;6346.185;-848.0079000000001;34.597;-83.7622
Cleveland;6346.185;-848.0079000000001;36.3008;-96.4635
Cleveland;6346.185;-848.0079000000001;26.9529;-81.9925
Cleveland;6346.185;-848.0079000000001;43.9177;-87.7469
Cleveland;6346.185;-848.0079000000001;33.9964;-86.5671
Cleveland;6346.185;-848.0079000000001;35.7331;-80.6817
Cleveland;6346.185;-848.0079000000001;38.6788;-94.598
Cleveland;6346.185;-848.0079000000001;43.2398;-75.8846
Cleveland;6346.185;-848.0079000000001;44.3236;-93.8353
Cleveland;6346.185;-848.0079000000001;39.3494;-110.8556
Cleveland;6346.185;-848.0079000000001;36.9434;-82.1527
Cleveland;6346.185;-848.0079000000001;41.5032;-90.3171
Cleveland;6346.185;-848.0079000000001;46.891;-99.1195
Clifton;336.82;98.58840000000001;40.863;-74.1575
Clifton;336.82;98.58840000000001;39.0764;-108.4605
Clifton;336.82;98.58840000000001;33.0249;-109.2883
Clifton;336.82;98.58840000000001;31.7822;-97.5824
Clifton;336.82;98.58840000000001;35.3792;-87.9927
Clifton;336.82;98.58840000000001;40.9348;-87.9343
Clifton;336.82;98.58840000000001;34.9846;-81.8222
Clifton;336.82;98.58840000000001;42.1873;-112.0046
Clifton;336.82;98.58840000000001;39.0041;-82.0393
Clifton;336.82;98.58840000000001;39.5682;-97.2808
Clifton;336.82;98.58840000000001;38.7802;-77.3866
Clifton;336.82;98.58840000000001;39.7972;-83.8257
Clinton;5514.251;1274.2421;38.7499;-76.9063
Clinton;5514.251;1274.2421;32.354;-90.3403
Clinton;5514.251;1274.2421;41.8435;-90.2412
Clinton;5514.251;1274.2421;41.1395;-112.0656
Clinton;5514.251;1274.2421;36.0981;-84.1283
Clinton;5514.251;1274.2421;38.3716;-93.7679
Clinton;5514.251;1274.2421;35.5069;-98.9706
Clinton;5514.251;1274.2421;35.0004;-78.3313
Clinton;5514.251;1274.2421;34.4781;-81.8638
Clinton;5514.251;1274.2421;40.1468;-88.9633
Clinton;5514.251;1274.2421;39.6608;-87.4045
Clinton;5514.251;1274.2421;42.0699;-83.9687
Clinton;5514.251;1274.2421;35.5798;-92.4543
Clinton;5514.251;1274.2421;42.5574;-88.868
Clinton;5514.251;1274.2421;43.0489;-75.3784
Clinton;5514.251;1274.2421;30.8613;-91.015
Clinton;5514.251;1274.2421;36.6663;-88.9938
Clinton;5514.251;1274.2421;40.9284;-81.6304
Clinton;5514.251;1274.2421;47.9731;-122.3577
Clinton;5514.251;1274.2421;40.4923;-80.297
Clinton;5514.251;1274.2421;46.7718;-113.7169
Clinton;5514.251;1274.2421;45.4632;-96.4414
Clinton;5514.251;1274.2421;42.7598;-102.3479
